,EntryID,Reaction,ECNumber,UniProtKB_AC,Tissue,Organism,Temperature,pH,Buffer,CellularLocation,Enzyme Variant,Enzymename,Activator,Cofactor,Inhibitor,KeggReactionID,KineticMechanismType,Other Modifier,parameter.type,parameter.associatedSpecies,parameter.startValue,parameter.endValue,parameter.standardDeviation,parameter.unit,Pathway,Product,PubMedID,Publication,Rate Equation,SabioReactionID,Substrate
758,41851,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,-,Escherichia coli,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
759,41852,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P80019,-,Lactobacillus delbrueckii subsp. bulgaricus,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
760,41853,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P80019,-,Lactobacillus delbrueckii subsp. bulgaricus,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
761,41854,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P80019,-,Lactobacillus delbrueckii subsp. bulgaricus,25.0,6.0, , , , , , , , , , , , , , , , , , , , , , , 
762,41855,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P80019,-,Lactobacillus delbrueckii subsp. bulgaricus,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
763,42394,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P12382;P47857;Q9WUA3;P12382,mammary gland,Mus musculus,25.0,7.2, , , , , , , , , , , , , , , , , , , , , , , 
764,42395,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P12382;P47857;Q9WUA3;P12382,mammary gland,Mus musculus,25.0,7.2, , , , , , , , , , , , , , , , , , , , , , , 
765,42396,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,Q9WUA3;P12382;P47857;Q9WUA3,Ehrlich ascites tumor cell,Mus musculus,25.0,7.2, , , , , , , , , , , , , , , , , , , , , , , 
766,44008,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P08237,muscle,Homo sapiens,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
767,44009,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P08237,muscle,Homo sapiens,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
768,44010,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P08237,muscle,Homo sapiens,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
769,44011,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P08237,muscle,Homo sapiens,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
770,44012,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P17858,erythrocyte,Homo sapiens,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
771,44013,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P17858,erythrocyte,Homo sapiens,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
772,44014,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P17858,erythrocyte,Homo sapiens,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
773,44015,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P17858,erythrocyte,Homo sapiens,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
774,44016,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,Q01813,platelet,Homo sapiens,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
775,44017,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,Q01813,platelet,Homo sapiens,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
776,44018,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,Q01813,platelet,Homo sapiens,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
777,44019,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,Q01813,platelet,Homo sapiens,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
778,44020,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,epididymal sperm,Bos taurus,22.0,7.1, , , , , , , , , , , , , , , , , , , , , , , 
779,44021,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,epididymal sperm,Bos taurus,22.0,7.1, , , , , , , , , , , , , , , , , , , , , , , 
780,44023,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,epididymal fat pad,Rattus norvegicus,25.0,7.1, , , , , , , , , , , , , , , , , , , , , , , 
781,44024,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,adipocyte,Rattus norvegicus,25.0,7.1, , , , , , , , , , , , , , , , , , , , , , , 
782,44027,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,adipocyte,Rattus norvegicus,25.0,7.1, , , , , , , , , , , , , , , , , , , , , , , 
783,44847,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
784,44848,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
785,44849,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
786,44850,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
787,44851,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
788,44852,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
789,44853,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
790,44854,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
791,44855,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
792,44856,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
793,44857,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
794,44858,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
795,44859,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
796,44860,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
797,44861,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
798,44862,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
799,44863,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
800,44864,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
801,44865,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
802,44866,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
803,44867,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
804,44868,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
805,44869,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
806,44870,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
807,44871,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
808,44872,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
809,44873,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
810,44874,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
811,44875,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
812,44876,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11, ,renal cortex,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
813,44910,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,-,Chlorocebus sp.,37.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
814,44911,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,-,Chlorocebus sp.,37.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
815,46000,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P00511,muscle,Oryctolagus cuniculus,-,8.0, , , , , , , , , , , , , , , , , , , , , , , 
816,46037,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,liver,Mustela vison,37.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
817,46038,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,liver,Mustela vison,37.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
818,46039,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,liver,Mustela vison,37.0,9.0, , , , , , , , , , , , , , , , , , , , , , , 
819,46104,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,renal tubule,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
820,46105,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,renal tubule,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
821,46106,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,renal tubule,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
822,46107,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,renal tubule,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
823,46108,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,renal tubule,Rattus norvegicus,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
824,46244,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P00511,muscle,Oryctolagus cuniculus,25.0,7.6, , , , , , , , , , , , , , , , , , , , , , , 
825,46245,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P00511,muscle,Oryctolagus cuniculus,25.0,7.6, , , , , , , , , , , , , , , , , , , , , , , 
826,46246,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P00511,muscle,Oryctolagus cuniculus,25.0,7.6, , , , , , , , , , , , , , , , , , , , , , , 
827,46248,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P00511,muscle,Oryctolagus cuniculus,25.0,7.4, , , , , , , , , , , , , , , , , , , , , , , 
828,46755,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,Sticker tumor lymphocyte,Canis familiaris,-,8.2, , , , , , , , , , , , , , , , , , , , , , , 
829,46756,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,peripheral blood lymphocyte,Canis familiaris,-,8.2, , , , , , , , , , , , , , , , , , , , , , , 
830,46757,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,peripheral blood lymphocyte,Canis familiaris,-,8.2, , , , , , , , , , , , , , , , , , , , , , , 
831,46758,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,Sticker tumor lymphocyte,Canis familiaris,-,8.2, , , , , , , , , , , , , , , , , , , , , , , 
832,46759,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,peripheral blood lymphocyte,Canis familiaris,-,8.2, , , , , , , , , , , , , , , , , , , , , , , 
833,46760,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,peripheral blood lymphocyte,Canis familiaris,-,8.2, , , , , , , , , , , , , , , , , , , , , , , 
834,46761,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,Sticker tumor lymphocyte,Canis familiaris,-,8.2, , , , , , , , , , , , , , , , , , , , , , , 
835,46762,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,peripheral blood lymphocyte,Canis familiaris,-,8.2, , , , , , , , , , , , , , , , , , , , , , , 
836,46763,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,peripheral blood lymphocyte,Canis familiaris,-,8.2, , , , , , , , , , , , , , , , , , , , , , , 
837,46776,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P08237,skeletal muscle,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
838,46777,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P08237,skeletal muscle,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
839,46778,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P08237;P17858,erythrocyte,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
840,46779,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P08237;P17858,erythrocyte,Homo sapiens,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
841,49367,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,stem,Saccharum officinarum,-,-, , , , , , , , , , , , , , , , , , , , , , , 
842,54911,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11, ,-,Plasmodium falciparum,-,-, , , , , , , , , , , , , , , , , , , , , , , 
843,55917,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,30.0,6.8, , , , , , , , , , , , , , , , , , , , , , , 
844,56549,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,30.0,6.5, , , , , , , , , , , , , , , , , , , , , , , 
845,56581,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,-,-, , , , , , , , , , , , , , , , , , , , , , , 
846,56782,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P90521,-,Dictyostelium discoideum,25.0,7.2, , , , , , , , , , , , , , , , , , , , , , , 
847,56783,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P08237,muscle,Homo sapiens,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
848,56784,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P90521,-,Dictyostelium discoideum,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
849,56785,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P08237,muscle,Homo sapiens,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
850,56786,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P08237,muscle,Homo sapiens,25.0,7.2, , , , , , , , , , , , , , , , , , , , , , , 
851,56787,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P08237,muscle,Homo sapiens,25.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
852,56834,"ATP + beta-D-Fructose 6-phosphate = beta-D-Fructose 1,6-bisphosphate + ADP",2.7.1.11, ,-,Saccharomyces cerevisiae,-,-, , , , , , , , , , , , , , , , , , , , , , , 
853,56850,"ATP + beta-D-Fructose 6-phosphate = beta-D-Fructose 1,6-bisphosphate + ADP",2.7.1.11, ,-,Saccharomyces cerevisiae,-,-, , , , , , , , , , , , , , , , , , , , , , , 
854,57203,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,A0A0D1DZW1,-,Ustilago maydis,28.0,6.4, , , , , , , , , , , , , , , , , , , , , , , 
855,57204,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,A0A0D1DZW1,-,Ustilago maydis,28.0,6.4, , , , , , , , , , , , , , , , , , , , , , , 
856,57446,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,22.0,7.23, , , , , , , , , , , , , , , , , , , , , , , 
857,57447,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,22.0,7.52, , , , , , , , , , , , , , , , , , , , , , , 
858,57759,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,30.0,7.0, , , , , , , , , , , , , , , , , , , , , , , 
859,57767,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,30.0,6.8, , , , , , , , , , , , , , , , , , , , , , , 
860,57819,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,O08333,-,Streptomyces coelicolor,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
861,57820,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,O08333,-,Streptomyces coelicolor,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
862,57821,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,O08333,-,Streptomyces coelicolor,30.0,7.5, , , , , , , , , , , , , , , , , , , , , , , 
863,60280,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11,P80019,-,Lactobacillus delbrueckii subsp. bulgaricus,28.0,8.2, , , , , , , , , , , , , , , , , , , , , , , 
864,60281,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11,P80019,-,Lactobacillus delbrueckii subsp. bulgaricus,28.0,8.2, , , , , , , , , , , , , , , , , , , , , , , 
865,60282,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11,P80019,-,Lactobacillus delbrueckii subsp. bulgaricus,28.0,6.0, , , , , , , , , , , , , , , , , , , , , , , 
866,60283,"ATP + Fructose 6-phosphate = ADP + Fructose 1,6-bisphosphate",2.7.1.11,P80019,-,Lactobacillus delbrueckii subsp. bulgaricus,28.0,6.0, , , , , , , , , , , , , , , , , , , , , , , 
867,61347,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P00511,muscle,Oryctolagus cuniculus,30.0,7.2, , , , , , , , , , , , , , , , , , , , , , , 
868,61348,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P00511,muscle,Oryctolagus cuniculus,30.0,7.2, , , , , , , , , , , , , , , , , , , , , , , 
869,62251,"ATP + beta-D-Fructose 6-phosphate = beta-D-Fructose 1,6-bisphosphate + ADP",2.7.1.11,Q4E657,epimastigote,Trypanosoma cruzi,25.0,8.0, , , , , , , , , , , , , , , , , , , , , , , 
870,62314,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
871,62315,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
872,62316,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
873,62317,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
874,62318,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
875,62319,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
876,62320,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
877,62321,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
878,62322,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
879,62323,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
880,62324,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
881,62325,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
882,62326,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
883,62327,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
884,62328,"ATP + D-Fructose 6-phosphate = ADP + D-Fructose 1,6-bisphosphate",2.7.1.11,P16861;P16862,-,Saccharomyces cerevisiae,25.0,6.6, , , , , , , , , , , , , , , , , , , , , , , 
